estado,llave,fn_dia,fn_mes
"15","15024110104","10","12"
"15","15024201101","15","10"
"15","15024201102","04","06"
"15","15024201103","17","08"
"15","15024201104","14","01"
"15","15024201105","27","08"
"15","15024202101","15","12"
"15","15024202102","26","01"
"15","15024202103","27","06"
"15","15024202104","02","02"
"15","15024202105","16","04"
"15","15024203101","27","01"
"15","15024203102","11","11"
"15","15024203103","01","10"
"15","15024203104","31","10"
"15","15024203105","31","03"
"15","15024204101","10","03"
"15","15024204102","24","02"
"15","15024204103","10","05"
"15","15024204104","16","09"
"15","15024204105","06","09"
"15","15024501101","13","09"
"15","15024502101","15","01"
"15","15024502102","02","02"
"15","15024502103","30","12"
"15","15024502104","21","12"
"15","15024502105","10","04"
"15","15024502106","09","05"
"15","15024502107","19","06"
"15","15024502108","27","10"
"15","15024503101","10","12"
"15","15024503102","16","07"
"15","15024503103","25","02"
"15","15024503104","27","03"
"15","15024503105","25","10"
"15","15024503106","13","01"
"15","15024503107","04","03"
"15","15024503201","22","07"
"15","15024503202","06","12"
"15","15024503203","05","10"
"15","15024505101","03","08"
"15","15024505102","30","04"
"15","15024505103","22","03"
"15","15024505104","03","05"
"15","15024505105","01","07"
"15","15024505106","16","03"
"15","15024505107","14","05"
"15","15024602101","08","07"
"15","15024602102","12","11"
"15","15024602103","11","04"
"15","15024602104","24","08"
"15","15024603101","06","01"
"15","15024603102","11","11"
"15","15024603103","99","99"
"15","15024604101","29","10"
"15","15024604102","19","12"
"15","15024701101","06","02"
"15","15024701102","21","02"
"15","15024702101","30","11"
"15","15024702102","29","12"
"15","15024702103","03","01"
"15","15024702104","17","04"
"15","15024702105","25","12"
"15","15024703101","15","12"
"15","15024703102","26","01"
"15","15024703103","15","03"
"15","15024703104","15","12"
"15","15024704101","10","02"
"15","15024704102","24","06"
"15","15024705101","14","04"
"15","15024705102","03","07"
"15","15024705103","17","03"
"15","15024705104","14","11"
"15","15024707101","18","02"
"15","15024707102","13","02"
"15","15024707103","29","05"
"15","15024707104","15","12"
"15","15024707105","28","05"
"15","15024707106","29","07"
"15","15024707107","24","02"
"15","15024707108","07","03"
"15","15024707109","23","03"
"15","15024707110","25","03"
"15","15024708101","30","04"
"15","15024708102","12","06"
"15","15024708103","29","10"
"15","15024708104","25","04"
"15","15024709101","03","09"
"15","15024709102","30","01"
"15","15024801101","13","06"
"15","15024801102","03","09"
"15","15024801103","03","10"
"15","15024801104","07","05"
"15","15024801105","17","07"
"15","15024802101","17","11"
"15","15024802102","24","10"
"15","15024802103","31","07"
"15","15024802104","20","12"
"15","15024802105","24","09"
"15","15024803101","12","01"
"15","15024803102","29","09"
"15","15024803103","19","05"
"15","15024803104","12","02"
"15","15024803105","01","08"
"15","15024804101","23","06"
"15","15024805101","16","06"
"15","15024805102","23","10"
"15","15024805103","28","03"
"15","15024805104","16","09"
"15","15024901101","05","05"
"15","15024901102","18","08"
"15","15024901103","08","07"
"15","15024902101","25","07"
"15","15024902102","22","12"
"15","15024902103","27","09"
"15","15024903101","04","04"
"15","15024903102","19","06"
"15","15024903103","09","11"
"15","15024903104","09","05"
"15","15024904101","03","02"
"15","15024904102","23","03"
"15","15024904103","18","03"
"15","15024904104","06","01"
"15","15024905101","19","01"
"15","15024905102","12","10"
"15","15025002101","17","01"
"15","15025002102","29","11"
"15","15025002103","04","10"
"15","15025002104","16","05"
"15","15025003101","24","06"
"15","15025003102","14","12"
"15","15025003103","24","07"
"15","15025003104","12","08"
"15","15025005101","10","11"
"15","15025005102","28","08"
"15","15025005103","14","09"
"15","15025006101","20","11"
"15","15025006102","21","04"
"15","15025006103","18","11"
"15","15025006104","13","12"
"15","15025006105","19","09"
"15","15025008101","15","07"
"15","15025008102","13","06"
"15","15025008103","17","09"
"15","15025008104","11","09"
"15","15025010101","07","06"
"15","15025010102","17","03"
"15","15025010103","17","12"
"15","15025010104","14","12"
"15","15025101101","06","09"
"15","15025101102","15","09"
"15","15025101103","14","11"
"15","15025101104","24","11"
"15","15025103101","04","04"
"15","15025103102","27","10"
"15","15025103103","30","09"
"15","15025103104","06","10"
"15","15025103105","28","06"
"15","15025103106","24","11"
"15","15025103107","25","03"
"15","15025103108","20","01"
"15","15025104101","14","03"
"15","15025104102","31","12"
"15","15025104103","08","10"
"15","15025104104","04","09"
"15","15025104105","10","03"
"15","15025201101","29","05"
"15","15025201102","27","05"
"15","15025201103","07","04"
"15","15025201104","27","01"
"15","15025202101","28","04"
"15","15025202102","20","03"
"15","15025202103","01","09"
"15","15025202104","17","05"
"15","15025203101","22","11"
"15","15025203102","12","03"
"15","15025203103","08","12"
"15","15025203104","15","09"
"15","15025204101","27","04"
"15","15025204102","01","09"
"15","15025204103","11","07"
"15","15025204104","02","06"
"15","15025204105","03","02"
"15","15025204106","13","12"
"15","15025206101","03","11"
"15","15025206102","29","01"
"15","15025206103","28","12"
"15","15025206104","21","01"
"15","15025206105","19","09"
"15","15025206106","03","07"
"15","15025207101","03","05"
"15","15025207102","01","08"
"15","15025207103","30","04"
"15","15025207104","19","11"
"15","15025207105","23","06"
"15","15025207106","29","05"
"15","15025208101","02","07"
"15","15025209101","03","01"
"15","15025209102","25","06"
"15","15025209103","04","05"
"15","15025209104","22","11"
"15","15025210101","26","08"
"15","15025210102","24","12"
"15","15025210103","01","12"
"15","15025301101","99","99"
"15","15025301102","99","99"
"15","15025301103","99","99"
"15","15025302101","26","04"
"15","15025302102","01","09"
"15","15025302103","03","12"
"15","15025302104","19","10"
"15","15025302105","28","04"
"15","15025302106","07","11"
"15","15025303101","19","04"
"15","15025303102","20","09"
"15","15025303103","04","01"
"15","15025303104","12","05"
"15","15025304101","20","12"
"15","15025304102","18","04"
"15","15025304103","17","04"
"15","15025304104","30","08"
"15","15025305101","06","12"
"15","15025305102","15","07"
"15","15025305103","12","01"
"15","15025401101","05","12"
"15","15025401102","13","03"
"15","15025401103","12","10"
"15","15025401104","19","01"
"15","15025402101","12","10"
"15","15025403101","09","05"
"15","15025403102","18","02"
"15","15025403103","16","03"
"15","15025501101","30","08"
"15","15025501102","22","11"
"15","15025501103","30","04"
"15","15025501104","13","01"
"15","15025501105","13","03"
"15","15025501106","17","07"
"15","15025501107","19","12"
"15","15025501108","04","12"
"15","15025501109","04","12"
"15","15025502101","31","07"
"15","15025502102","14","06"
"15","15025502103","25","10"
"15","15025502104","22","02"
"15","15025502105","01","07"
"15","15025504101","03","03"
"15","15025504102","09","07"
"15","15025504103","02","07"
"15","15025504104","22","06"
"15","15025506101","02","04"
"15","15025506102","09","11"
"15","15025506103","23","11"
"15","15025507101","18","07"
"15","15025507102","01","06"
"15","15025507103","02","07"
"15","15025509101","06","01"
"15","15025509102","11","01"
"15","15025509103","21","12"
"15","15025510101","06","11"
"15","15025510102","23","04"
"15","15025602101","02","04"
"15","15025602102","11","11"
"15","15025602103","15","03"
"15","15025603101","13","10"
"15","15025603102","17","09"
"15","15025603103","17","05"
"15","15025603104","26","05"
"15","15025603105","07","08"
"15","15025604101","99","09"
"15","15025604102","07","03"
"15","15025604103","26","04"
"15","15025604104","11","06"
"15","15025605101","15","06"
"15","15025605102","23","07"
"15","15025605103","15","10"
"15","15025605104","25","08"
"15","15025605105","23","10"
"15","15025605106","11","08"
"15","15025801101","18","03"
"15","15025803101","07","06"
"15","15025803102","20","12"
"15","15025803103","15","03"
"15","15025803104","22","10"
"15","15025803105","23","10"
"15","15025804101","28","03"
"15","15025804102","03","06"
"15","15025804103","14","12"
"15","15025804104","03","04"
"15","15025805101","28","10"
"15","15026601101","07","07"
"15","15026601102","18","12"
"15","15026601103","02","11"
"15","15026602101","23","01"
"15","15026602102","20","05"
"15","15026602103","12","02"
"15","15026603101","21","01"
"15","15026603102","22","08"
"15","15026603103","29","10"
"15","15026603104","20","09"
"15","15026603105","16","02"
"15","15026604101","27","07"
"15","15026604102","25","02"
"15","15026604103","02","12"
"15","15026604104","18","03"
"15","15026604105","02","03"
"15","15026605101","26","12"
"15","15026605102","08","07"
"15","15026702101","19","10"
"15","15026702102","14","01"
"15","15026702103","11","05"
"15","15026702104","15","03"
"15","15026703101","13","11"
"15","15026703102","14","05"
"15","15026703103","06","07"
"15","15026703104","14","12"
"15","15026703105","08","01"
"15","15026704101","26","09"
"15","15026704102","29","04"
"15","15026704103","28","05"
"15","15026704104","28","07"
"15","15026705101","06","02"
"15","15026705102","12","10"
"15","15026705103","06","05"
"15","15026705104","28","07"
"15","15026801101","09","03"
"15","15026801102","99","05"
"15","15026801103","24","01"
"15","15026801104","01","03"
"15","15026802101","11","01"
"15","15026802102","23","08"
"15","15026802103","06","03"
"15","15026802104","99","99"
"15","15026802105","01","12"
"15","15026802106","03","09"
"15","15026802107","05","06"
"15","15026803101","24","08"
"15","15026803102","07","08"
"15","15026803103","20","07"
"15","15026803104","01","11"
"15","15026803105","22","07"
"15","15026803106","02","05"
"15","15026805101","07","09"
"15","15026805102","24","06"
"15","15026805103","31","10"
"15","15026805104","28","09"
"15","15026805105","07","11"
"15","15027101101","08","03"
"15","15027101102","15","06"
"15","15027101103","04","06"
"15","15027101104","12","07"
"15","15027101105","13","11"
"15","15027101106","11","04"
"15","15027103101","02","06"
"15","15027103102","23","09"
"15","15027103103","01","02"
"15","15027104101","30","01"
"15","15027104102","15","03"
"15","15027104103","28","07"
"15","15027104104","12","05"
"15","15027104105","10","02"
"15","15027104106","99","99"
"15","15027105101","24","06"
"15","15027105102","06","08"
"15","15027105103","17","05"
"15","15027105104","20","05"
"15","15027105105","13","08"
"15","15027105106","17","06"
"15","15027105107","10","05"
"15","15027105108","18","10"
"15","15027106101","03","04"
"15","15027106102","03","07"
"15","15027106103","09","12"
"15","15027106104","15","11"
"15","15027107101","16","03"
"15","15027107102","22","07"
"15","15027107103","18","03"
"15","15027107104","14","01"
"15","15027107105","02","04"
"15","15027107106","03","05"
"15","15027107107","18","03"
"15","15027107108","13","02"
"15","15027108101","02","02"
"15","15027108102","15","09"
"15","15027108103","02","08"
"15","15027108104","27","03"
"15","15027108201","25","12"
"15","15027108202","23","09"
"15","15027108203","07","03"
"15","15027108204","11","01"
"15","15027109101","21","11"
"15","15027109102","26","07"
"15","15027109103","14","05"
"15","15027109104","07","12"
"15","15027110101","23","02"
"15","15027110102","10","01"
"15","15027110103","20","02"
"15","15027110104","19","03"
"15","15027201101","22","04"
"15","15027201102","09","10"
"15","15027201103","14","05"
"15","15027201104","12","05"
"15","15027202101","15","09"
"15","15027202102","05","08"
"15","15027202103","19","11"
"15","15027202104","16","10"
"15","15027203101","11","09"
"15","15027204101","01","03"
"15","15027204102","24","03"
"15","15027204103","25","12"
"15","15027204104","12","03"
"15","15027204105","13","04"
"15","15027205101","16","04"
"15","15027205102","12","01"
"15","15027205103","09","05"
"15","15027205104","16","09"
"15","15027206101","12","10"
"15","15027206102","03","10"
"15","15027206103","08","05"
"15","15027207101","27","10"
"15","15027207102","10","07"
"15","15027207106","01","09"
"15","15027207107","23","11"
"15","15027208101","14","07"
"15","15027208102","21","06"
"15","15027209101","08","10"
"15","15027209102","05","02"
"15","15027209103","15","11"
"15","15027210101","25","07"
"15","15027210102","15","03"
"15","15027210103","16","01"
"15","15027210104","02","08"
"15","15027210105","03","12"
"15","15027401101","17","05"
"15","15027401102","10","10"
"15","15027401103","16","07"
"15","15027401104","21","03"
"15","15027401105","07","01"
"15","15027401106","06","06"
"15","15027402101","19","08"
"15","15027402102","15","02"
"15","15027402103","30","04"
"15","15027402104","21","08"
"15","15027402105","17","03"
"15","15027402106","30","01"
"15","15027402107","18","04"
"15","15027403101","13","01"
"15","15027403102","21","05"
"15","15027403103","16","01"
"15","15027403104","03","10"
"15","15027403105","24","07"
"15","15027403106","15","10"
"15","15027405101","05","05"
"15","15027405102","12","07"
"15","15027405103","29","05"
"15","15027405104","14","08"
"15","15027405105","19","11"
"15","15027501101","17","05"
"15","15027501102","10","08"
"15","15027501103","31","10"
"15","15027501104","29","08"
"15","15027501105","13","07"
"15","15027503101","02","11"
"15","15027503102","01","03"
"15","15027505101","17","04"
"15","15027505102","20","11"
"15","15027505103","29","05"
"15","15027505104","23","06"
"15","15027505105","17","03"
"15","15027505106","09","01"
"15","15027505107","16","10"
"15","15027601101","25","09"
"15","15027601102","16","11"
"15","15027601103","07","12"
"15","15027601104","10","02"
"15","15027601105","27","05"
"15","15027601106","01","12"
"15","15027603101","25","01"
"15","15027604101","25","09"
"15","15027604102","06","05"
"15","15027604103","11","08"
"15","15027604104","26","01"
"15","15027605101","11","03"
"15","15027605102","04","08"
"15","15027605103","25","04"
"15","15027605104","25","08"
"15","15027605105","18","04"
"15","15027605106","13","12"
"15","15027606101","11","12"
"15","15027606102","17","05"
"15","15027606103","07","04"
"15","15027607101","29","06"
"15","15027607102","23","03"
"15","15027607103","27","09"
"15","15027607104","25","03"
"15","15027607105","07","02"
"15","15027607106","21","01"
"15","15027607107","07","01"
"15","15027607108","03","07"
"15","15027608101","31","10"
"15","15027608102","20","05"
"15","15027609101","14","05"
"15","15027609102","17","07"
"15","15027609103","11","10"
"15","15027609104","27","09"
"15","15027610101","08","05"
"15","15027610102","21","06"
"15","15027610103","21","10"
"15","15027610104","21","01"
"15","15027701101","23","07"
"15","15027701102","17","05"
"15","15027701103","16","06"
"15","15027701104","25","11"
"15","15027702101","07","03"
"15","15027702102","06","12"
"15","15027702103","17","07"
"15","15027703101","24","11"
"15","15027703102","17","06"
"15","15027703103","21","09"
"15","15027703104","14","05"
"15","15027703105","25","03"
"15","15027703106","11","05"
"15","15027703107","02","11"
"15","15027703108","20","02"
"15","15027704101","21","09"
"15","15027704102","21","04"
"15","15027704103","09","02"
"15","15027704104","02","11"
"15","15027801101","08","12"
"15","15027802101","28","03"
"15","15027802102","15","09"
"15","15027802103","30","06"
"15","15027803101","19","09"
"15","15027803102","30","09"
"15","15027803201","06","11"
"15","15027803202","01","06"
"15","15027803203","13","11"
"15","15027803204","23","12"
"15","15027803205","08","06"
"15","15027804101","07","02"
"15","15027804102","25","11"
"15","15027804103","05","11"
"15","15027804104","05","06"
"15","15027804105","06","02"
"15","15027805101","16","06"
"15","15027805102","13","05"
"15","15027805103","09","06"
"15","15027805104","04","08"
"15","15028203101","09","04"
"15","15028203201","23","01"
"15","15028203202","02","07"
"15","15028203301","04","08"
"15","15028203302","18","06"
"15","15028203303","16","06"
"15","15028204101","27","09"
"15","15028206101","09","12"
"15","15028206102","07","03"
"15","15028206103","20","05"
"15","15028206104","02","11"
"15","15028208101","06","09"
"15","15028208102","23","01"
"15","15028208103","29","08"
"15","15028208104","16","08"
"15","15028208105","19","11"
"15","15028209101","12","04"
"15","15028209102","13","10"
"15","15028209103","15","11"
"15","15028209104","17","04"
"15","15028209105","27","12"
"15","15028210101","21","09"
"15","15028210102","15","04"
"15","15028401101","25","09"
"15","15028401102","19","06"
"15","15028401103","19","01"
"15","15028401104","27","05"
"15","15028401105","29","01"
"15","15028401106","07","04"
"15","15028402101","12","12"
"15","15028402102","20","07"
"15","15028402103","11","05"
"15","15028402104","20","08"
"15","15028402105","11","02"
"15","15028402106","20","07"
"15","15028402107","12","08"
"15","15028402108","23","02"
"15","15028403101","11","08"
"15","15028403102","13","06"
"15","15028403103","21","12"
"15","15028403104","04","03"
"15","15028403105","11","04"
"15","15028403106","24","09"
"15","15028404101","29","03"
"15","15028404102","26","04"
"15","15028601101","11","06"
"15","15028601102","10","08"
"15","15028601103","04","07"
"15","15028601104","14","09"
"15","15028601105","08","05"
"15","15028603101","27","04"
"15","15028604101","27","09"
"15","15028604102","21","01"
"15","15028604103","22","11"
"15","15028604104","03","03"
"15","15028604105","17","06"
"15","15028605101","31","03"
"15","15028605102","28","01"
"15","15028701101","14","03"
"15","15028701102","07","10"
"15","15028701103","07","10"
"15","15028701104","08","09"
"15","15028702101","07","01"
"15","15028702102","29","07"
"15","15028702103","28","09"
"15","15028702104","01","07"
"15","15028703101","28","11"
"15","15028703102","05","10"
"15","15028703103","03","08"
"15","15028703104","18","05"
"15","15028703105","12","12"
"15","15028704101","17","05"
"15","15028704102","26","08"
"15","15028704103","29","06"
"15","15028704104","09","09"
"15","15028705101","23","01"
"15","15028705102","21","08"
"15","15028705103","02","05"
"15","15028705104","01","12"
"15","15028705105","07","05"
"15","15028705106","17","12"
"15","15028705107","99","99"
"15","15028801101","29","12"
"15","15028801102","24","07"
"15","15028801103","25","02"
"15","15028802101","07","06"
"15","15028802102","04","08"
"15","15028802103","13","04"
"15","15028802104","12","12"
"15","15028802105","14","04"
"15","15028803101","07","03"
"15","15028803102","11","08"
"15","15028803103","05","02"
"15","15028804101","21","04"
"15","15028901101","20","11"
"15","15028901102","01","09"
"15","15028901103","10","09"
"15","15028902101","08","12"
"15","15028902102","16","05"
"15","15028902103","15","06"
"15","15028902104","22","08"
"15","15028902105","15","02"
"15","15028903101","04","12"
"15","15028903102","26","01"
"15","15028903103","18","04"
"15","15028903104","15","10"
"15","15028904101","31","01"
"15","15028904102","01","11"
"15","15028904103","03","02"
"15","15028904104","17","03"
"15","15028904105","13","02"
"15","15028905101","29","05"
"15","15028905102","28","06"
"15","15028905103","01","02"
"15","15029002101","16","10"
"15","15029002102","13","12"
"15","15029002103","11","09"
"15","15029002104","03","04"
"15","15029003101","11","02"
"15","15029003102","10","09"
"15","15029003103","15","05"
"15","15029005101","28","08"
"15","15029005102","11","01"
"15","15029005103","11","03"
"15","15029005104","11","08"
"15","15029005105","31","03"
"15","15029005106","15","12"
"15","15029005107","99","99"
"15","15029701101","19","07"
"15","15029701102","13","02"
"15","15029701103","19","02"
"15","15029701104","09","04"
"15","15029702101","18","04"
"15","15029702102","15","05"
"15","15029703101","15","01"
"15","15029704101","19","03"
"15","15029704102","19","12"
"15","15029704103","25","09"
"15","15029704104","28","10"
"15","15029705101","12","12"
"15","15029801101","20","05"
"15","15029801102","08","08"
"15","15029801103","15","01"
"15","15029801104","01","05"
"15","15029802101","07","06"
"15","15029802102","27","12"
"15","15029802103","15","04"
"15","15029803101","28","10"
"15","15029803102","16","05"
"15","15029803103","15","01"
"15","15029803104","20","11"
"15","15029804101","14","07"
"15","15029804102","14","07"
"15","15029805101","13","08"
"15","15029805102","16","03"
"15","15029805201","20","02"
"15","15029805202","31","01"
"15","15029805203","06","09"
"15","15029805204","28","05"
"15","15029805205","24","03"
"15","15029805303","07","10"
"15","15029805301","09","02"
"15","15029805302","23","08"
"15","15029805401","19","12"
"15","15029805402","10","01"
"15","15029805403","18","11"
"15","15029805501","02","04"
"15","15029805502","27","09"
"15","15029805503","02","07"
"15","15029807101","12","02"
"15","15029807102","02","05"
"15","15029807103","25","01"
"15","15029807104","18","09"
"15","15029807105","12","01"
"15","15029808101","19","04"
"15","15029808102","22","12"
"15","15029808103","13","01"
"15","15029808104","10","07"
"15","15029809101","10","02"
"15","15029809102","28","08"
"15","15029810101","10","12"
"15","15029810102","05","12"
"15","15029810103","13","07"
"15","15029810104","11","12"
"15","15029810105","21","05"
"15","15030001101","13","03"
"15","15030001102","12","03"
"15","15030001103","08","07"
"15","15030001104","08","11"
"15","15030001105","04","01"
"15","15030001106","19","01"
"15","15030002101","03","05"
"15","15030002102","25","02"
"15","15030003101","02","03"
"15","15030003102","12","05"
"15","15030003103","03","11"
"15","15030003104","30","12"
"15","15030003105","28","11"
"15","15030003106","10","02"
"15","15030003107","24","07"
"15","15030004101","99","02"
"15","15030004102","07","12"
"15","15030004103","14","10"
"15","15030004104","06","01"
"15","15030004105","22","10"
"15","15030005101","21","04"
"15","15030005102","19","10"
"15","15030005103","02","05"
"15","15030005104","19","01"
"15","15030006101","11","03"
"15","15030006102","31","01"
"15","15030006103","17","01"
"15","15030006104","29","08"
"15","15030006105","02","06"
"15","15030006106","18","11"
"15","15030006107","31","01"
"15","15030006108","17","02"
"15","15030007101","21","07"
"15","15030007102","24","02"
"15","15030007103","05","06"
"15","15030007104","07","02"
"15","15030007105","15","04"
"15","15030007106","04","12"
"15","15030007107","27","11"
"15","15030008101","28","11"
"15","15030008102","14","02"
"15","15030008103","05","12"
"15","15030008104","14","11"
"15","15030009101","09","11"
"15","15030009102","27","10"
"15","15030009103","27","03"
"15","15030010101","08","10"
"15","15030010102","16","07"
"15","15030010103","20","01"
"15","15030010104","20","04"
"15","15030010105","24","07"
"15","15030201101","12","01"
"15","15030201102","24","08"
"15","15030202101","14","06"
"15","15030202102","28","01"
"15","15030202103","20","02"
"15","15030202104","04","11"
"15","15030203101","08","02"
"15","15030203102","02","02"
"15","15030203103","23","07"
"15","15030203104","30","06"
"15","15030203105","31","08"
"15","15030203106","19","03"
"15","15030203107","05","07"
"15","15030204101","99","99"
"15","15030204102","99","99"
"15","15030204103","99","99"
"15","15030204104","99","99"
"15","15030205101","18","05"
"15","15030205102","01","01"
"15","15030205103","19","01"
"15","15030301101","20","08"
"15","15030301102","29","12"
"15","15030301103","15","02"
"15","15030301104","18","07"
"15","15030301105","26","01"
"15","15030302101","20","12"
"15","15030302102","13","09"
"15","15030304101","12","12"
"15","15030304102","03","03"
"15","15030304103","22","04"
"15","15030304104","27","01"
"15","15030305101","24","03"
"15","15030305102","12","03"
"15","15030401101","09","04"
"15","15030401102","30","07"
"15","15030401103","13","01"
"15","15030401104","07","09"
"15","15030401105","10","10"
"15","15030402101","13","03"
"15","15030402102","16","11"
"15","15030402103","09","01"
"15","15030403101","24","04"
"15","15030403102","17","07"
"15","15030403103","10","04"
"15","15030403104","18","07"
"15","15030404101","13","03"
"15","15030404102","15","02"
"15","15030404103","30","04"
"15","15030405101","28","04"
"15","15030405102","01","05"
"15","15030405103","16","04"
"15","15030407101","01","04"
"15","15030407102","24","12"
"15","15030407103","10","08"
"15","15030407104","18","02"
"15","15030408101","09","01"
"15","15030408102","24","07"
"15","15030408103","03","04"
"15","15030408104","24","01"
"15","15030408105","07","09"
"15","15030409101","03","04"
"15","15030409102","11","03"
"15","15030409103","11","09"
"15","15030409104","20","03"
"15","15030410101","19","01"
"15","15030501101","29","10"
"15","15030501102","22","02"
"15","15030501103","27","10"
"15","15030501201","08","03"
"15","15030501202","18","04"
"15","15030501301","18","07"
"15","15030501302","02","01"
"15","15030501303","15","07"
"15","15030501304","22","12"
"15","15030501305","02","05"
"15","15030502101","17","09"
"15","15030502102","24","11"
"15","15030502103","01","01"
"15","15030502104","24","05"
"15","15030503101","13","06"
"15","15030503102","13","01"
"15","15030503103","22","08"
"15","15030503104","21","10"
"15","15030503105","19","02"
"15","15030504101","08","02"
"15","15030504102","15","10"
"15","15030505101","12","09"
"15","15030505102","03","05"
"15","15030505103","19","03"
"15","15030601101","21","03"
"15","15030601102","17","08"
"15","15030602101","16","09"
"15","15030602102","04","07"
"15","15030602103","30","05"
"15","15030603101","17","04"
"15","15030603102","27","08"
"15","15030604101","08","01"
"15","15030604102","04","04"
"15","15030604103","05","12"
"15","15030604104","14","09"
"15","15030604105","03","08"
"15","15030604106","25","12"
"15","15030604107","03","01"
"15","15030604108","21","07"
"15","15030604109","09","05"
"15","15030605101","04","07"
"15","15030605102","23","07"
"15","15030701101","25","04"
"15","15030701102","04","01"
"15","15030701103","24","01"
"15","15030701104","17","08"
"15","15030701105","30","07"
"15","15030702101","24","12"
"15","15030703101","15","12"
"15","15030703102","30","08"
"15","15030703103","23","12"
"15","15030703104","22","03"
"15","15030703105","08","06"
"15","15030704101","09","05"
"15","15030704102","08","01"
"15","15030704103","16","03"
"15","15030705101","07","04"
"15","15030705102","19","01"
"15","15030705103","07","04"
"15","15030705104","27","10"
"15","15030705105","01","08"
"15","15030802101","25","08"
"15","15030802102","26","01"
"15","15030802103","21","08"
"15","15030802104","04","02"
"15","15030802105","11","12"
"15","15030802106","11","11"
"15","15030803101","29","06"
"15","15030803102","18","08"
"15","15030803103","30","10"
"15","15030803104","22","06"
"15","15030803105","16","08"
"15","15030803106","13","08"
"15","15030804101","24","11"
"15","15030804102","07","02"
"15","15030805101","02","12"
"15","15030805102","20","03"
"15","15030805103","22","05"
"15","15030805104","29","11"
"15","15030901101","01","09"
"15","15030901102","30","05"
"15","15030901103","06","04"
"15","15030901104","25","02"
"15","15030901105","10","05"
"15","15030901106","06","03"
"15","15030902101","10","09"
"15","15030902102","99","05"
"15","15030902103","04","10"
"15","15030902104","03","04"
"15","15030902105","10","03"
"15","15030903101","18","11"
"15","15030903102","03","03"
"15","15030903103","02","04"
"15","15030903104","25","08"
"15","15030903105","24","11"
"15","15030903106","99","99"
"15","15030904101","21","12"
"15","15030904102","25","03"
"15","15030904103","27","05"
"15","15031002101","10","12"
"15","15031002102","19","10"
"15","15031002103","23","09"
"15","15031002104","24","03"
"15","15031003101","23","08"
"15","15031003102","09","04"
"15","15031003103","29","04"
"15","15031003104","23","08"
"15","15031003105","15","03"
"15","15031004101","23","12"
"15","15031004102","12","03"
"15","15031004103","16","04"
"15","15031004104","09","09"
"15","15031004105","27","01"
"15","15031005101","13","02"
"15","15031005102","18","07"
"15","15031005103","22","10"
"15","15031005104","01","02"
"15","15031005105","05","05"
"15","15031005106","22","06"
"15","15031006101","24","02"
"15","15031007101","09","09"
"15","15031007102","09","09"
"15","15031007103","09","09"
"15","15031008101","10","07"
"15","15031008102","09","03"
"15","15031009101","15","03"
"15","15031009102","11","09"
"15","15031009103","06","01"
"15","15031009104","06","07"
"15","15031009105","16","01"
"15","15031010101","11","03"
"15","15031010102","04","06"
"15","15031010103","04","07"
"15","15031010104","04","07"
"15","15031010105","08","05"
"15","15031010106","21","10"
"15","15031010107","12","10"
"15","15031101101","05","10"
"15","15031101102","31","12"
"15","15031101103","21","05"
"15","15031101104","16","01"
"15","15031101105","01","02"
"15","15031102101","01","10"
"15","15031102102","01","11"
"15","15031102103","25","09"
"15","15031102104","20","05"
"15","15031102105","23","12"
"15","15031102106","02","11"
"15","15031103101","26","01"
"15","15031103102","10","03"
"15","15031103103","11","04"
"15","15031104101","15","05"
"15","15031104102","01","01"
"15","15031104103","18","04"
"15","15031104104","23","07"
"15","15031104105","28","11"
"15","15031105101","21","03"
"15","15031105102","14","09"
"15","15031105103","25","07"
"15","15031301101","22","07"
"15","15031301102","21","05"
"15","15031302101","18","05"
"15","15031302102","15","12"
"15","15031302103","28","06"
"15","15031302104","18","05"
"15","15031303101","18","07"
"15","15031303102","15","05"
"15","15031303103","18","11"
"15","15031303104","04","02"
"15","15031304101","11","02"
"15","15031304102","07","05"
"15","15031305101","21","03"
"15","15031305102","09","09"
"15","15031306101","22","07"
"15","15031306102","13","06"
"15","15031306103","31","01"
"15","15031307101","24","06"
"15","15031307102","08","06"
"15","15031307103","01","11"
"15","15031307104","11","09"
"15","15031307105","28","12"
"15","15031308101","17","03"
"15","15031309101","13","06"
"15","15031309102","10","10"
"15","15031309103","28","11"
"15","15031309104","18","03"
"15","15031309105","27","10"
"15","15031309106","25","11"
"15","15031309107","19","12"
"15","15031309108","24","09"
"15","15031310101","26","08"
"15","15031310102","15","09"
"15","15031310103","13","07"
"15","15031310104","29","03"
"15","15031310105","07","03"
"15","15031401101","03","03"
"15","15031401102","01","03"
"15","15031401103","06","05"
"15","15031402101","14","03"
"15","15031403101","05","10"
"15","15031403102","03","09"
"15","15031403103","30","11"
"15","15031404101","18","04"
"15","15031404102","09","01"
"15","15031404103","07","07"
"15","15031404104","09","12"
"15","15031404105","03","06"
"15","15031404106","27","08"
"15","15031404107","06","11"
"15","15031405101","11","07"
"15","15031405102","07","09"
"15","15031405103","25","02"
"15","15031405104","13","09"
"15","15031405105","15","07"
"15","15031601101","06","04"
"15","15031601102","13","05"
"15","15031601103","26","02"
"15","15031601104","18","08"
"15","15031602101","06","01"
"15","15031602102","25","10"
"15","15031602103","21","07"
"15","15031602104","05","08"
"15","15031603101","26","12"
"15","15031603102","10","12"
"15","15031603103","30","08"
"15","15031603104","26","12"
